"Country","Month","Date","Depth","Day"
"Nicaragua","February",2018-02-01,0.21,1
"Nicaragua","February",2019-02-01,1.331,1
"Nicaragua","March",2000-03-01,0.245,1
"Nicaragua","March",2001-03-01,0.376,1
"Nicaragua","March",2002-03-01,0.406,1
"Nicaragua","March",2003-03-01,1.334,1
"Nicaragua","March",2004-03-01,0.617,1
"Nicaragua","March",2005-03-01,1.916,1
"Nicaragua","March",2006-03-01,0.571,1
"Nicaragua","March",2007-03-01,0.794,1
"Nicaragua","March",2008-03-01,0.478,1
"Nicaragua","March",2009-03-01,-0.628,1
"Nicaragua","March",2010-03-01,1.059,1
"Nicaragua","March",2011-03-01,0.259,1
"Nicaragua","March",2012-03-01,0.462,1
"Nicaragua","March",2013-03-01,0.809,1
"Nicaragua","March",2014-03-01,1.326,1
"Nicaragua","March",2015-03-01,0.731,1
"Nicaragua","March",2016-03-01,1.793,1
"Nicaragua","March",2017-03-01,0.661,1
"Nicaragua","March",2018-03-01,0.94,1
"Nicaragua","March",2019-03-01,1.032,1
"Nicaragua","April",2000-04-01,0.361,1
"Nicaragua","April",2001-04-01,0.821,1
"Nicaragua","April",2002-04-01,0.734,1
"Nicaragua","April",2003-04-01,0.599,1
"Nicaragua","April",2004-04-01,0.407,1
"Nicaragua","April",2005-04-01,1.558,1
"Nicaragua","April",2006-04-01,0.412,1
"Nicaragua","April",2007-04-01,0.781,1
"Nicaragua","April",2008-04-01,0.267,1
"Nicaragua","April",2009-04-01,0.74,1
"Nicaragua","April",2010-04-01,0.609,1
"Nicaragua","April",2011-04-01,0.249,1
"Nicaragua","April",2012-04-01,-0.337,1
"Nicaragua","April",2013-04-01,1.261,1
"Nicaragua","April",2014-04-01,0.963,1
"Nicaragua","April",2015-04-01,1.389,1
"Nicaragua","April",2016-04-01,1.6,1
"Nicaragua","April",2017-04-01,1.224,1
"Nicaragua","April",2018-04-01,0.861,1
"Nicaragua","April",2019-04-01,1.127,1
"Nicaragua","May",2000-05-01,0.206,1
"Nicaragua","May",2001-05-01,0.646,1
"Nicaragua","May",2002-05-01,0.559,1
"Nicaragua","May",2003-05-01,0.672,1
"Nicaragua","May",2004-05-01,0.308,1
"Nicaragua","May",2005-05-01,0.711,1
"Nicaragua","May",2006-05-01,0.579,1
"Nicaragua","May",2007-05-01,0.797,1
"Nicaragua","May",2008-05-01,0.715,1
"Nicaragua","May",2009-05-01,0.626,1
"Nicaragua","May",2010-05-01,0.824,1
"Nicaragua","May",2011-05-01,0.878,1
"Nicaragua","May",2012-05-01,0.097,1
"Nicaragua","May",2013-05-01,0.958,1
"Nicaragua","May",2014-05-01,0.377,1
"Nicaragua","May",2015-05-01,0.825,1
"Nicaragua","May",2016-05-01,1.588,1
"Nicaragua","May",2017-05-01,0.979,1
"Nicaragua","May",2018-05-01,0.456,1
"Nicaragua","May",2019-05-01,1.173,1
"Nicaragua","June",2000-06-01,-0.185,1
"Nicaragua","June",2001-06-01,0.986,1
"Nicaragua","June",2002-06-01,0.696,1
"Nicaragua","June",2003-06-01,0.485,1
"Nicaragua","June",2004-06-01,0.78,1
"Nicaragua","June",2005-06-01,0.976,1
"Nicaragua","June",2006-06-01,0.862,1
"Nicaragua","June",2007-06-01,1.24,1
"Nicaragua","June",2008-06-01,0.357,1
"Nicaragua","June",2009-06-01,0.878,1
"Nicaragua","June",2010-06-01,1.219,1
"Nicaragua","June",2011-06-01,0.942,1
"Nicaragua","June",2012-06-01,1.214,1
"Nicaragua","June",2013-06-01,0.971,1
"Nicaragua","June",2014-06-01,0.844,1
"Nicaragua","June",2015-06-01,0.817,1
"Nicaragua","June",2016-06-01,1.13,1
"Nicaragua","June",2017-06-01,0.919,1
"Nicaragua","June",2018-06-01,1.307,1
"Nicaragua","June",2019-06-01,1.874,1
"Nicaragua","July",2000-07-01,0.342,1
"Nicaragua","July",2001-07-01,1.18,1
"Nicaragua","July",2002-07-01,0.588,1
"Nicaragua","July",2003-07-01,1.035,1
"Nicaragua","July",2004-07-01,0.519,1
"Nicaragua","July",2005-07-01,1.045,1
"Nicaragua","July",2006-07-01,0.84,1
"Nicaragua","July",2007-07-01,1.238,1
"Nicaragua","July",2008-07-01,0.31,1
"Nicaragua","July",2009-07-01,1.276,1
"Nicaragua","July",2010-07-01,0.664,1
"Nicaragua","July",2011-07-01,0.885,1
"Nicaragua","July",2012-07-01,0.879,1
"Nicaragua","July",2013-07-01,1.369,1
"Nicaragua","July",2014-07-01,1.064,1
"Nicaragua","July",2015-07-01,0.924,1
"Nicaragua","July",2016-07-01,1.512,1
"Nicaragua","July",2017-07-01,0.861,1
"Nicaragua","July",2018-07-01,1.379,1
"Nicaragua","July",2019-07-01,1.385,1
"Nicaragua","August",2000-08-01,0.375,1
"Nicaragua","August",2001-08-01,1.275,1
"Nicaragua","August",2002-08-01,0.669,1
"Nicaragua","August",2003-08-01,0.783,1
"Nicaragua","August",2004-08-01,0.846,1
"Nicaragua","August",2005-08-01,1.156,1
"Nicaragua","August",2006-08-01,1.271,1
"Nicaragua","August",2007-08-01,0.646,1
"Nicaragua","August",2008-08-01,0.769,1
"Nicaragua","August",2009-08-01,1.153,1
"Nicaragua","August",2010-08-01,0.67,1
"Nicaragua","August",2011-08-01,1.026,1
"Nicaragua","August",2012-08-01,0.47,1
"Nicaragua","August",2013-08-01,0.466,1
"Nicaragua","August",2014-08-01,1.28,1
"Nicaragua","August",2015-08-01,1.811,1
"Nicaragua","August",2016-08-01,1.224,1
"Nicaragua","August",2017-08-01,1.204,1
"Nicaragua","August",2018-08-01,1.037,1
"Nicaragua","August",2019-08-01,1.579,1
"Nicaragua","September",2000-09-01,0.48,1
"Nicaragua","September",2001-09-01,0.044,1
"Nicaragua","September",2002-09-01,1.312,1
"Nicaragua","September",2003-09-01,0.672,1
"Nicaragua","September",2004-09-01,1.362,1
"Nicaragua","September",2005-09-01,1.074,1
"Nicaragua","September",2006-09-01,1.022,1
"Nicaragua","September",2007-09-01,0.715,1
"Nicaragua","September",2008-09-01,1.031,1
"Nicaragua","September",2009-09-01,1.466,1
"Nicaragua","September",2010-09-01,0.506,1
"Nicaragua","September",2011-09-01,1.061,1
"Nicaragua","September",2012-09-01,0.998,1
"Nicaragua","September",2013-09-01,0.582,1
"Nicaragua","September",2014-09-01,0.306,1
"Nicaragua","September",2015-09-01,1.185,1
"Nicaragua","September",2016-09-01,1.273,1
"Nicaragua","September",2017-09-01,1.741,1
"Nicaragua","September",2018-09-01,1.086,1
"Nicaragua","September",2019-09-01,1.829,1
"Nicaragua","October",2000-10-01,0.581,1
"Nicaragua","October",2001-10-01,0.74,1
"Nicaragua","October",2002-10-01,1.06,1
"Nicaragua","October",2003-10-01,0.821,1
"Nicaragua","October",2004-10-01,0.887,1
"Nicaragua","October",2005-10-01,0.387,1
"Nicaragua","October",2006-10-01,1.06,1
"Nicaragua","October",2007-10-01,0.715,1
"Nicaragua","October",2008-10-01,0.298,1
"Nicaragua","October",2009-10-01,1.165,1
"Nicaragua","October",2010-10-01,0.494,1
"Nicaragua","October",2011-10-01,-0.002,1
"Nicaragua","October",2012-10-01,1.009,1
"Nicaragua","October",2013-10-01,1.059,1
"Nicaragua","October",2014-10-01,0.479,1
"Nicaragua","October",2015-10-01,1.562,1
"Nicaragua","October",2016-10-01,0.948,1
"Nicaragua","October",2017-10-01,0.709,1
"Nicaragua","October",2018-10-01,1.293,1
"Nicaragua","October",2019-10-01,1.106,1
"Nicaragua","November",2000-11-01,0.9,1
"Nicaragua","November",2001-11-01,0.392,1
"Nicaragua","November",2002-11-01,0.907,1
"Nicaragua","November",2003-11-01,0.713,1
"Nicaragua","November",2004-11-01,0.711,1
"Nicaragua","November",2005-11-01,-0.014,1
"Nicaragua","November",2006-11-01,0.038,1
"Nicaragua","November",2007-11-01,0.089,1
"Nicaragua","November",2008-11-01,-0.288,1
"Nicaragua","November",2009-11-01,1.032,1
"Nicaragua","November",2010-11-01,-0.359,1
"Nicaragua","November",2011-11-01,0.398,1
"Nicaragua","November",2012-11-01,0.112,1
"Nicaragua","November",2013-11-01,1.013,1
"Nicaragua","November",2014-11-01,0.368,1
"Nicaragua","November",2015-11-01,1.179,1
"Nicaragua","November",2016-11-01,0.48,1
"Nicaragua","November",2017-11-01,0.113,1
"Nicaragua","November",2018-11-01,1.389,1
"Nicaragua","November",2019-11-01,1.01,1
"Nicaragua","December",2000-12-01,0.274,1
"Nicaragua","December",2001-12-01,1.167,1
"Nicaragua","December",2002-12-01,1.464,1
"Nicaragua","December",2003-12-01,0.016,1
"Nicaragua","December",2004-12-01,0.943,1
"Nicaragua","December",2005-12-01,0.758,1
"Nicaragua","December",2006-12-01,1.397,1
"Nicaragua","December",2007-12-01,0.772,1
"Nicaragua","December",2008-12-01,0.629,1
"Nicaragua","December",2009-12-01,1.57,1
"Nicaragua","December",2010-12-01,-0.352,1
"Nicaragua","December",2011-12-01,0.366,1
"Nicaragua","December",2012-12-01,1.386,1
"Nicaragua","December",2013-12-01,1.268,1
"Nicaragua","December",2014-12-01,0.49,1
"Nicaragua","December",2015-12-01,2.506,1
"Nicaragua","December",2016-12-01,1.524,1
"Nicaragua","December",2017-12-01,1.567,1
"Nicaragua","December",2018-12-01,0.936,1
"Nicaragua","December",2019-12-01,1.128,1
"Panama","January",2000-01-01,-0.27,1
"Panama","January",2001-01-01,-0.105,1
"Panama","January",2002-01-01,0.858,1
"Panama","January",2003-01-01,1.222,1
"Panama","January",2004-01-01,0.76,1
"Panama","January",2005-01-01,0.753,1
"Panama","January",2006-01-01,0.524,1
"Panama","January",2007-01-01,0.966,1
"Panama","January",2008-01-01,0.656,1
"Panama","January",2009-01-01,0.671,1
"Panama","January",2010-01-01,1.224,1
"Panama","January",2011-01-01,0.804,1
"Panama","January",2012-01-01,0.267,1
"Panama","January",2013-01-01,1.082,1
"Panama","January",2014-01-01,0.546,1
"Panama","January",2015-01-01,0.706,1
"Panama","January",2016-01-01,1.689,1
"Panama","January",2017-01-01,1.064,1
"Panama","January",2018-01-01,1.571,1
"Panama","January",2019-01-01,1.274,1
"Panama","February",2000-02-01,-0.181,1
"Panama","February",2001-02-01,-0.304,1
"Panama","February",2002-02-01,0.435,1
"Panama","February",2003-02-01,1.244,1
"Panama","February",2004-02-01,0.564,1
"Panama","February",2005-02-01,0.564,1
"Panama","February",2006-02-01,0.421,1
"Panama","February",2007-02-01,1.023,1
"Panama","February",2008-02-01,0.425,1
"Panama","February",2009-02-01,0.626,1
"Panama","February",2010-02-01,1.777,1
"Panama","February",2011-02-01,0.82,1
"Panama","February",2012-02-01,-0.015,1
"Panama","February",2013-02-01,0.483,1
"Panama","February",2014-02-01,0.403,1
"Panama","February",2015-02-01,1.128,1
"Panama","February",2016-02-01,0.559,1
"Panama","February",2017-02-01,-0.244,1
"Panama","February",2018-02-01,0.93,1
"Panama","February",2019-02-01,1.57,1
"Panama","March",2000-03-01,-0.256,1
"Panama","March",2001-03-01,-0.136,1
"Panama","March",2002-03-01,0.475,1
"Panama","March",2003-03-01,0.678,1
"Panama","March",2004-03-01,0.662,1
"Panama","March",2005-03-01,1.11,1
"Panama","March",2006-03-01,0.39,1
"Panama","March",2007-03-01,0.746,1
"Panama","March",2008-03-01,-0.194,1
"Panama","March",2009-03-01,-0.339,1
"Panama","March",2010-03-01,1.725,1
"Panama","March",2011-03-01,0.351,1
"Panama","March",2012-03-01,0.634,1
"Panama","March",2013-03-01,1.226,1
"Panama","March",2014-03-01,0.948,1
"Panama","March",2015-03-01,0.163,1
"Panama","March",2016-03-01,1.726,1
"Panama","March",2017-03-01,0.886,1
"Panama","March",2018-03-01,1.144,1
"Panama","March",2019-03-01,1.196,1
"Panama","April",2000-04-01,0.091,1
"Panama","April",2001-04-01,0.282,1
"Panama","April",2002-04-01,0.435,1
"Panama","April",2003-04-01,0.877,1
"Panama","April",2004-04-01,0.954,1
"Panama","April",2005-04-01,1.094,1
"Panama","April",2006-04-01,0.324,1
"Panama","April",2007-04-01,0.42,1
"Panama","April",2008-04-01,0.415,1
"Panama","April",2009-04-01,0.967,1
"Panama","April",2010-04-01,1.462,1
"Panama","April",2011-04-01,0.348,1
"Panama","April",2012-04-01,-0.033,1
"Panama","April",2013-04-01,1.254,1
"Panama","April",2014-04-01,1.385,1
"Panama","April",2015-04-01,1.211,1
"Panama","April",2016-04-01,0.22,1
"Panama","April",2017-04-01,1.483,1
"Panama","April",2018-04-01,1.036,1
"Panama","April",2019-04-01,1.899,1
"Panama","May",2000-05-01,-0.097,1
"Panama","May",2001-05-01,0.687,1
"Panama","May",2002-05-01,0.311,1
"Panama","May",2003-05-01,0.993,1
"Panama","May",2004-05-01,0.516,1
"Panama","May",2005-05-01,0.865,1
"Panama","May",2006-05-01,0.672,1
"Panama","May",2007-05-01,0.378,1
"Panama","May",2008-05-01,0.262,1
"Panama","May",2009-05-01,0.665,1
"Panama","May",2010-05-01,1.174,1
"Panama","May",2011-05-01,0.853,1
"Panama","May",2012-05-01,0.373,1
"Panama","May",2013-05-01,0.984,1
"Panama","May",2014-05-01,0.606,1
"Panama","May",2015-05-01,1.49,1
"Panama","May",2016-05-01,1.269,1
"Panama","May",2017-05-01,1.31,1
"Panama","May",2018-05-01,0.807,1
"Panama","May",2019-05-01,1.27,1
"Panama","June",2000-06-01,-0.04,1
"Panama","June",2001-06-01,0.928,1
"Panama","June",2002-06-01,0.848,1
"Panama","June",2003-06-01,0.311,1
"Panama","June",2004-06-01,1.22,1
"Panama","June",2005-06-01,0.808,1
"Panama","June",2006-06-01,0.63,1
"Panama","June",2007-06-01,1.025,1
"Panama","June",2008-06-01,0.768,1
"Panama","June",2009-06-01,0.998,1
"Panama","June",2010-06-01,0.929,1
"Panama","June",2011-06-01,1.055,1
"Panama","June",2012-06-01,1.381,1
"Panama","June",2013-06-01,1.322,1
"Panama","June",2014-06-01,1.022,1
"Panama","June",2015-06-01,1.875,1
"Panama","June",2016-06-01,0.86,1
"Panama","June",2017-06-01,0.357,1
"Panama","June",2018-06-01,1.487,1
"Panama","June",2019-06-01,1.939,1
"Panama","July",2000-07-01,0.135,1
"Panama","July",2001-07-01,0.439,1
"Panama","July",2002-07-01,0.512,1
"Panama","July",2003-07-01,0.634,1
"Panama","July",2004-07-01,0.381,1
"Panama","July",2005-07-01,0.814,1
"Panama","July",2006-07-01,0.579,1
"Panama","July",2007-07-01,0.709,1
"Panama","July",2008-07-01,0.165,1
"Panama","July",2009-07-01,1.095,1
"Panama","July",2010-07-01,0.245,1
"Panama","July",2011-07-01,0.562,1
"Panama","July",2012-07-01,0.712,1
"Panama","July",2013-07-01,1.125,1
"Panama","July",2014-07-01,1.248,1
"Panama","July",2015-07-01,0.686,1
"Panama","July",2016-07-01,1.455,1
"Panama","July",2017-07-01,0.701,1
"Panama","July",2018-07-01,1.259,1
"Panama","July",2019-07-01,1.562,1
"Panama","August",2000-08-01,0.579,1
"Panama","August",2001-08-01,1.234,1
"Panama","August",2002-08-01,0.783,1
"Panama","August",2003-08-01,0.901,1
"Panama","August",2004-08-01,0.863,1
"Panama","August",2005-08-01,0.554,1
"Panama","August",2006-08-01,1.05,1
"Panama","August",2007-08-01,0.379,1
"Panama","August",2008-08-01,0.336,1
"Panama","August",2009-08-01,1.443,1
"Panama","August",2010-08-01,0.542,1
"Panama","August",2011-08-01,0.813,1
"Panama","August",2012-08-01,0.237,1
"Panama","August",2013-08-01,0.208,1
"Panama","August",2014-08-01,1.41,1
"Panama","August",2015-08-01,1.371,1
"Panama","August",2016-08-01,1.243,1
"Panama","August",2017-08-01,0.292,1
"Panama","August",2018-08-01,1.231,1
"Panama","August",2019-08-01,1.2,1
"Panama","September",2000-09-01,-0.027,1
"Panama","September",2001-09-01,0.856,1
"Panama","September",2002-09-01,0.973,1
"Panama","September",2003-09-01,0.98,1
"Panama","September",2004-09-01,0.468,1
"Panama","September",2005-09-01,0.962,1
"Panama","September",2006-09-01,1.181,1
"Panama","September",2007-09-01,0.562,1
"Panama","September",2008-09-01,0.35,1
"Panama","September",2009-09-01,1.529,1
"Panama","September",2010-09-01,0.414,1
"Panama","September",2011-09-01,0.947,1
"Panama","September",2012-09-01,1.418,1
"Panama","September",2013-09-01,0.279,1
"Panama","September",2014-09-01,0.357,1
"Panama","September",2015-09-01,1.184,1
"Panama","September",2016-09-01,1.481,1
"Panama","September",2017-09-01,1.03,1
"Panama","September",2018-09-01,1.485,1
"Panama","September",2019-09-01,1.66,1
"Panama","October",2000-10-01,0.646,1
"Panama","October",2001-10-01,1.039,1
"Panama","October",2002-10-01,1.003,1
"Panama","October",2003-10-01,0.9,1
"Panama","October",2004-10-01,0.797,1
"Panama","October",2005-10-01,0.317,1
"Panama","October",2006-10-01,1.196,1
"Panama","October",2007-10-01,-0.111,1
"Panama","October",2008-10-01,0.383,1
"Panama","October",2009-10-01,1.318,1
"Panama","October",2010-10-01,0.892,1
"Panama","October",2011-10-01,0.033,1
"Panama","October",2012-10-01,1.153,1
"Panama","October",2013-10-01,0.473,1
"Panama","October",2014-10-01,0.479,1
"Panama","October",2015-10-01,1.633,1
"Panama","October",2016-10-01,0.724,1
"Panama","October",2017-10-01,1.312,1
"Panama","October",2018-10-01,1.251,1
"Panama","October",2019-10-01,0.948,1
"Panama","November",2000-11-01,0.448,1
"Panama","November",2001-11-01,0.578,1
"Panama","November",2002-11-01,0.94,1
"Panama","November",2003-11-01,0.677,1
"Panama","November",2004-11-01,0.14,1
"Panama","November",2005-11-01,0.105,1
"Panama","November",2006-11-01,0.195,1
"Panama","November",2007-11-01,0.325,1
"Panama","November",2008-11-01,0.114,1
"Panama","November",2009-11-01,0.925,1
"Panama","November",2010-11-01,-0.232,1
"Panama","November",2011-11-01,0.366,1
"Panama","November",2012-11-01,0.509,1
"Panama","November",2013-11-01,0.822,1
"Panama","November",2014-11-01,0.97,1
"Panama","November",2015-11-01,0.786,1
"Panama","November",2016-11-01,-0.746,1
"Panama","November",2017-11-01,1.152,1
"Panama","November",2018-11-01,NA,1
"Panama","November",2019-11-01,1.617,1
"Panama","December",2000-12-01,0.277,1
"Panama","December",2001-12-01,0.993,1
"Panama","December",2002-12-01,1.333,1
"Panama","December",2003-12-01,0.769,1
"Panama","December",2004-12-01,0.699,1
"Panama","December",2005-12-01,0.304,1
"Panama","December",2006-12-01,1.114,1
"Panama","December",2007-12-01,0.47,1
"Panama","December",2008-12-01,0.554,1
"Panama","December",2009-12-01,1.343,1
"Panama","December",2010-12-01,-0.188,1
"Panama","December",2011-12-01,0.031,1
"Panama","December",2012-12-01,1.283,1
"Panama","December",2013-12-01,0.662,1
"Panama","December",2014-12-01,0.768,1
"Panama","December",2015-12-01,1.914,1
"Panama","December",2016-12-01,1.261,1
"Panama","December",2017-12-01,1.174,1
"Panama","December",2018-12-01,0.954,1
"Panama","December",2019-12-01,1.577,1
"Réunion","January",2000-01-01,0.276,1
"Réunion","January",2001-01-01,0.524,1
"Réunion","January",2002-01-01,0.027,1
"Réunion","January",2003-01-01,0.921,1
"Réunion","January",2004-01-01,0.764,1
"Réunion","January",2005-01-01,0.678,1
"Réunion","January",2006-01-01,0.192,1
"Réunion","January",2007-01-01,0.605,1
"Réunion","January",2008-01-01,0.319,1
"Réunion","January",2009-01-01,1.332,1
"Réunion","January",2010-01-01,0.946,1
"Réunion","January",2011-01-01,0.559,1
"Réunion","January",2012-01-01,0.553,1
"Réunion","January",2013-01-01,0.326,1
"Réunion","January",2014-01-01,0.34,1
"Réunion","January",2015-01-01,0.803,1
"Réunion","January",2016-01-01,1.107,1
"Réunion","January",2017-01-01,1.17,1
"Réunion","January",2018-01-01,0.934,1
"Réunion","January",2019-01-01,1.898,1
"Réunion","February",2000-02-01,0.251,1
"Réunion","February",2001-02-01,1.039,1
"Réunion","February",2002-02-01,0.882,1
"Réunion","February",2003-02-01,0.886,1
"Réunion","February",2004-02-01,1.159,1
"Réunion","February",2005-02-01,0.773,1
"Réunion","February",2006-02-01,0.387,1
"Réunion","February",2007-02-01,0.9,1
"Réunion","February",2008-02-01,0.014,1
"Réunion","February",2009-02-01,1.227,1
"Réunion","February",2010-02-01,1.241,1
"Réunion","February",2011-02-01,1.154,1
"Réunion","February",2012-02-01,0.968,1
"Réunion","February",2013-02-01,0.751,1
"Réunion","February",2014-02-01,0.885,1
"Réunion","February",2015-02-01,0.188,1
"Réunion","February",2016-02-01,1.352,1
"Réunion","February",2017-02-01,0.915,1
"Réunion","February",2018-02-01,1.129,1
"Réunion","February",2019-02-01,1.493,1
"Réunion","March",2000-03-01,-0.582,1
"Réunion","March",2001-03-01,0.876,1
"Réunion","March",2002-03-01,0.87,1
"Réunion","March",2003-03-01,1.053,1
"Réunion","March",2004-03-01,1.327,1
"Réunion","March",2005-03-01,1.23,1
"Réunion","March",2006-03-01,0.654,1
"Réunion","March",2007-03-01,0.168,1
"Réunion","March",2008-03-01,-0.019,1
"Réunion","March",2009-03-01,0.695,1
"Réunion","March",2010-03-01,0.708,1
"Réunion","March",2011-03-01,0.822,1
"Réunion","March",2012-03-01,0.195,1
"Réunion","March",2013-03-01,0.219,1
"Réunion","March",2014-03-01,0.752,1
"Réunion","March",2015-03-01,0.456,1
"Réunion","March",2016-03-01,1.119,1
"Réunion","March",2017-03-01,1.383,1
"Réunion","March",2018-03-01,0.946,1
"Réunion","March",2019-03-01,2.21,1
"Réunion","April",2000-04-01,0.618,1
"Réunion","April",2001-04-01,1.057,1
"Réunion","April",2002-04-01,0.56,1
"Réunion","April",2003-04-01,0.734,1
"Réunion","April",2004-04-01,1.347,1
"Réunion","April",2005-04-01,0.661,1
"Réunion","April",2006-04-01,0.774,1
"Réunion","April",2007-04-01,0.688,1
"Réunion","April",2008-04-01,0.801,1
"Réunion","April",2009-04-01,0.915,1
"Réunion","April",2010-04-01,1.028,1
"Réunion","April",2011-04-01,1.342,1
"Réunion","April",2012-04-01,0.996,1
"Réunion","April",2013-04-01,0.569,1
"Réunion","April",2014-04-01,0.723,1
"Réunion","April",2015-04-01,1.426,1
"Réunion","April",2016-04-01,1.14,1
"Réunion","April",2017-04-01,1.353,1
"Réunion","April",2018-04-01,1.217,1
"Réunion","April",2019-04-01,2.13,1
"Réunion","May",2000-05-01,0.739,1
"Réunion","May",2001-05-01,1.137,1
"Réunion","May",2002-05-01,0.821,1
"Réunion","May",2003-05-01,1.634,1
"Réunion","May",2004-05-01,0.748,1
"Réunion","May",2005-05-01,0.761,1
"Réunion","May",2006-05-01,0.475,1
"Réunion","May",2007-05-01,1.088,1
"Réunion","May",2008-05-01,0.102,1
"Réunion","May",2009-05-01,1.265,1
"Réunion","May",2010-05-01,1.529,1
"Réunion","May",2011-05-01,0.942,1
"Réunion","May",2012-05-01,0.446,1
"Réunion","May",2013-05-01,0.58,1
"Réunion","May",2014-05-01,0.773,1
"Réunion","May",2015-05-01,1.477,1
"Réunion","May",2016-05-01,0.54,1
"Réunion","May",2017-05-01,1.254,1
"Réunion","May",2018-05-01,0.967,1
"Réunion","May",2019-05-01,1.231,1
"Réunion","June",2000-06-01,0.977,1
"Réunion","June",2001-06-01,0.286,1
"Réunion","June",2002-06-01,0.179,1
"Réunion","June",2003-06-01,0.403,1
"Réunion","June",2004-06-01,-0.184,1
"Réunion","June",2005-06-01,0.43,1
"Réunion","June",2006-06-01,1.043,1
"Réunion","June",2007-06-01,0.357,1
"Réunion","June",2008-06-01,-0.43,1
"Réunion","June",2009-06-01,1.524,1
"Réunion","June",2010-06-01,1.197,1
"Réunion","June",2011-06-01,1.511,1
"Réunion","June",2012-06-01,0.684,1
"Réunion","June",2013-06-01,-0.002,1
"Réunion","June",2014-06-01,1.092,1
"Réunion","June",2015-06-01,1.495,1
"Réunion","June",2016-06-01,0.459,1
"Réunion","June",2017-06-01,1.172,1
"Réunion","June",2018-06-01,1.086,1
"Réunion","June",2019-06-01,0.999,1
"Réunion","July",2000-07-01,0.842,1
"Réunion","July",2001-07-01,0.621,1
"Réunion","July",2002-07-01,0.824,1
"Réunion","July",2003-07-01,0.318,1
"Réunion","July",2004-07-01,0.631,1
"Réunion","July",2005-07-01,0.345,1
"Réunion","July",2006-07-01,0.158,1
"Réunion","July",2007-07-01,0.872,1
"Réunion","July",2008-07-01,0.285,1
"Réunion","July",2009-07-01,1.309,1
"Réunion","July",2010-07-01,0.413,1
"Réunion","July",2011-07-01,1.126,1
"Réunion","July",2012-07-01,1.16,1
"Réunion","July",2013-07-01,0.383,1
"Réunion","July",2014-07-01,1.207,1
"Réunion","July",2015-07-01,1.01,1
"Réunion","July",2016-07-01,0.574,1
"Réunion","July",2017-07-01,1.537,1
"Réunion","July",2018-07-01,0.651,1
"Réunion","July",2019-07-01,1.664,1
"Réunion","August",2000-08-01,0.753,1
"Réunion","August",2001-08-01,1.421,1
"Réunion","August",2002-08-01,0.555,1
"Réunion","August",2003-08-01,-0.022,1
"Réunion","August",2004-08-01,1.092,1
"Réunion","August",2005-08-01,0.705,1
"Réunion","August",2006-08-01,0.019,1
"Réunion","August",2007-08-01,0.892,1
"Réunion","August",2008-08-01,0.546,1
"Réunion","August",2009-08-01,0.359,1
"Réunion","August",2010-08-01,0.573,1
"Réunion","August",2011-08-01,0.986,1
"Réunion","August",2012-08-01,1.58,1
"Réunion","August",2013-08-01,0.694,1
"Réunion","August",2014-08-01,1.207,1
"Réunion","August",2015-08-01,1.421,1
"Réunion","August",2016-08-01,0.834,1
"Réunion","August",2017-08-01,1.798,1
"Réunion","August",2018-08-01,1.761,1
"Réunion","August",2019-08-01,1.475,1
"Réunion","September",2000-09-01,0.711,1
"Réunion","September",2001-09-01,1.34,1
"Réunion","September",2002-09-01,0.473,1
"Réunion","September",2003-09-01,0.717,1
"Réunion","September",2004-09-01,0.83,1
"Réunion","September",2005-09-01,1.064,1
"Réunion","September",2006-09-01,0.157,1
"Réunion","September",2007-09-01,0.471,1
"Réunion","September",2008-09-01,1.184,1
"Réunion","September",2009-09-01,0.898,1
"Réunion","September",2010-09-01,0.711,1
"Réunion","September",2011-09-01,0.625,1
"Réunion","September",2012-09-01,0.378,1
"Réunion","September",2013-09-01,1.142,1
"Réunion","September",2014-09-01,0.956,1
"Réunion","September",2015-09-01,0.959,1
"Réunion","September",2016-09-01,0.673,1
"Réunion","September",2017-09-01,1.686,1
"Réunion","September",2018-09-01,1.85,1
"Réunion","September",2019-09-01,1.663,1
"Réunion","October",2000-10-01,0.449,1
"Réunion","October",2001-10-01,0.747,1
"Réunion","October",2002-10-01,0.691,1
"Réunion","October",2003-10-01,0.804,1
"Réunion","October",2004-10-01,0.318,1
"Réunion","October",2005-10-01,0.201,1
"Réunion","October",2006-10-01,0.045,1
"Réunion","October",2007-10-01,-0.142,1
"Réunion","October",2008-10-01,1.072,1
"Réunion","October",2009-10-01,1.085,1
"Réunion","October",2010-10-01,1.199,1
"Réunion","October",2011-10-01,0.712,1
"Réunion","October",2012-10-01,0.566,1
"Réunion","October",2013-10-01,1.12,1
"Réunion","October",2014-10-01,1.993,1
"Réunion","October",2015-10-01,1.847,1
"Réunion","October",2016-10-01,1.46,1
"Réunion","October",2017-10-01,1.974,1
"Réunion","October",2018-10-01,0.987,1
"Réunion","October",2019-10-01,2.151,1
"Réunion","November",2000-11-01,0.578,1
"Réunion","November",2001-11-01,0.686,1
"Réunion","November",2002-11-01,0.66,1
"Réunion","November",2003-11-01,0.513,1
"Réunion","November",2004-11-01,0.427,1
"Réunion","November",2005-11-01,0.14,1
"Réunion","November",2006-11-01,0.804,1
"Réunion","November",2007-11-01,0.567,1
"Réunion","November",2008-11-01,1.181,1
"Réunion","November",2009-11-01,0.694,1
"Réunion","November",2010-11-01,0.608,1
"Réunion","November",2011-11-01,1.321,1
"Réunion","November",2012-11-01,0.945,1
"Réunion","November",2013-11-01,0.889,1
